Component,File,Input,Classification,Type,Line,Maps to DB,Snippet
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,330,No,"status: ""active"", expiresAt: sessionExpiresAt,"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,333,No,// Store sessionId alongside code so verify-code can return it
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,335,No,"await rawSql`INSERT INTO exchange_codes (code, machine_id, user_id, fly_app_name, session_id, expires_at)"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,336,No,"VALUES (${code}, ${machine.id}, ${user.id}, ${machine.flyAppName}, ${sessionId}, ${expiresAt.toISOString()})`;"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,339,No,"// the code via same-origin POST, sets the session cookie, then redirects to /"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,345,No,"sessionId,"
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,408,No,"if (!machine.machineToken) return c.json({ error: ""Machine has no auth token"" }, 500);"
src/routes,ember/devbox/src/routes/machines.ts,file,Volatile,FormData,411,No,"const file = formData.get(""file"");"
src/routes,ember/devbox/src/routes/machines.ts,Authorization,Sensitive,Auth Token,429,No,"const auth = c.req.header(""Authorization"");"
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,430,No,"const token = auth?.replace(""Bearer "", """");"
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,431,No,"if (!token) return c.json({ ok: false }, 401);"
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,434,No,".from(machines).where(eq(machines.machineToken, token)).limit(1);"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,440,No,"// Atomically consume the code, but also validate the associated session"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,447,No,"RETURNING code, user_id, machine_id, session_id`;"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,451,No,"const { user_id, machine_id, session_id } = result[0];"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,453,No,// Validate terminal session is still active and not expired
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,454,No,if (session_id) {
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,455,No,const [session] = await rawSql`
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,456,No,"SELECT status, expires_at FROM terminal_sessions"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,457,No,WHERE id = ${session_id}`;
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,458,No,"if (!session || session.status !== ""active"" || new Date(session.expires_at) < new Date()) {"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,473,No,"sessionId: session_id,"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,479,No,// Revoke all terminal sessions for a machine
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,481,No,"await rawSql`UPDATE terminal_sessions SET status = 'revoked', revoked_at = NOW(), revoke_reason = ${reason}"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,485,No,"// Revoke all terminal sessions for a user (logout, ban, password reset)"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,487,No,"await rawSql`UPDATE terminal_sessions SET status = 'revoked', revoked_at = NOW(), revoke_reason = ${reason}"
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,509,No,// Auth is via Bearer machine token. We validate the :id matches the authenticated machine.
src/routes,ember/devbox/src/routes/machines.ts,Authorization,Sensitive,Auth Token,511,No,"const auth = c.req.header(""Authorization"");"
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,512,No,"const token = auth?.replace(""Bearer "", """");"
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,513,No,"if (!token) return c.text("""", 401);"
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,516,No,".from(machines).where(eq(machines.machineToken, token)).limit(1);"
src/routes,ember/devbox/src/routes/machines.ts,Authorization,Sensitive,Auth Token,551,No,"headers: { Authorization: `Bearer ${machine.machineToken}` },"
src/routes,ember/devbox/src/routes/sessions.ts,APP_URL,Config,Env Variable (Node),10,No,"const APP_URL = process.env.APP_URL || ""http://localhost:3000"";"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,18,No,// POST /v1/sessions - register a new Stoke session
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,23,No,const sessionId = nanoid(12);
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,25,No,"await rawSql`INSERT INTO stoke_sessions (id, user_id, plan_id, status, tasks, total_cost_usd, burst_workers, created_at,"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,26,No,"VALUES (${sessionId}, ${userId}, ${parsed.data.plan_id || ''}, 'active', '[]'::jsonb, 0, 0, NOW(), NOW())`;"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,29,No,"session_id: sessionId,"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,30,No,"url: `${APP_URL}/s/${sessionId}`,"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,34,No,// PUT /v1/sessions/:id - update progress
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,36,No,"const sessionId = c.req.param(""id"")!;"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,40,No,const [existing] = await rawSql`SELECT user_id FROM stoke_sessions WHERE id = ${sessionId}`;
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,58,No,await rawSql`UPDATE stoke_sessions SET
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,64,No,WHERE id = ${sessionId}`;
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,69,No,// GET /v1/sessions/:id - read progress (public for shareable links)
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,71,No,"const sessionId = c.req.param(""id"")!;"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,72,No,"const [session] = await rawSql`SELECT id, plan_id, status, tasks, total_cost_usd, burst_workers, created_at, updated_at"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,73,No,FROM stoke_sessions WHERE id = ${sessionId}`;
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,74,No,"if (!session) return c.json({ error: ""Session not found"" }, 404);"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,77,No,"session_id: session.id,"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,78,No,"plan_id: session.plan_id,"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,79,No,"status: session.status,"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,80,No,"tasks: session.tasks,"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,81,No,"total_cost_usd: parseFloat(session.total_cost_usd || ""0""),"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,82,No,"burst_workers: session.burst_workers || 0,"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,83,No,"created_at: session.created_at,"
src/routes,ember/devbox/src/routes/sessions.ts,session,Sensitive,Auth Token,84,No,"updated_at: session.updated_at,"
src/routes,ember/devbox/src/routes/settings.ts,session,Sensitive,Auth Token,16,No,const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
src/routes,ember/devbox/src/routes/workers.ts,CANONICAL_IMAGE_DIGEST,Config,Env Variable (Node),105,No,"imageDigest: process.env.CANONICAL_IMAGE_DIGEST!,"
src/routes,ember/devbox/src/routes/workers.ts,INTERNAL_API_URL,Config,Env Variable (Node),106,No,"apiUrl: process.env.INTERNAL_API_URL!,"
src/routes,ember/devbox/src/routes/workers.ts,MACHINE_HOST_SUFFIX,Config,Env Variable (Node),118,No,"hostname: `${flyAppName}${process.env.MACHINE_HOST_SUFFIX || '.fly.dev'}`,"
src/secrets.ts,ember/devbox/src/secrets.ts,APP_ENCRYPTION_KEY,Sensitive,Env Variable (Node),6,No,"const raw = process.env.APP_ENCRYPTION_KEY || """";"
src/v1-auth.ts,ember/devbox/src/v1-auth.ts,Authorization,Sensitive,Auth Token,10,No,"const auth = c.req.header(""Authorization"");"
src/v1-auth.ts,ember/devbox/src/v1-auth.ts,token,Sensitive,Auth Token,11,No,"const token = auth?.replace(""Bearer "", """");"
src/v1-auth.ts,ember/devbox/src/v1-auth.ts,token,Sensitive,Auth Token,12,No,"if (!token) return c.json({ error: ""Missing API key"" }, 401);"
src/v1-auth.ts,ember/devbox/src/v1-auth.ts,token,Sensitive,Auth Token,19,No,"WHERE k.key_hash = encode(sha256(${token}::bytea), 'hex')"
src/components,ember/devbox/web/src/components/NewMachineModal.tsx,token,Sensitive,Auth Token,25,No,"// Try GitHub App first (preferred: finer-grained, short-lived tokens)"
src/pages,ember/devbox/web/src/pages/Credits.tsx,purchase,Volatile,URL Parameter,20,No,"const purchaseStatus = searchParams.get(""purchase"");"
src/pages,ember/devbox/web/src/pages/Dashboard.tsx,code,Volatile,URL Parameter,56,No,"const code = d.code || url.searchParams.get(""code"") || """";"
src/pages,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,75,No,// NOT eagerly for all machines. This avoids creating unused sessions.
src/pages,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,246,No,// the auth proxy sets a session cookie for subsequent loads.
src/pages,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,359,No,// then sends the exchange code back. The auth proxy sets a session cookie so
src/pages,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,394,No,"No active Stoke session. Run <code style={{ color: ""var(--accent)"", margin: ""0 4px"" }}>stoke build</code> in the termina"
src/pages,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,398,No,const session = data.session;
src/pages,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,399,No,const tasks = session?.tasks || [];
src/pages,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,423,No,{session?.total_cost_usd != null && <span>${session.total_cost_usd.toFixed(2)} AI</span>}
src/pages,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,424,No,{session?.burst_workers > 0 && <span>{session.burst_workers} burst</span>}
src/pages,ember/devbox/web/src/pages/Dashboard.tsx,session,Sensitive,Auth Token,434,No,"{session?.plan_id && <div style={{ fontSize: 7, color: ""var(--dim)"", marginTop: 8 }}>Plan: {session.plan_id}</div>}"
src/pages,ember/devbox/web/src/pages/ResetPassword.tsx,token,Sensitive,URL Parameter,8,No,"const token = params.get(""token"") || """";"
src/pages,ember/devbox/web/src/pages/ResetPassword.tsx,get,Volatile,Route Parameter,8,No,"const token = params.get(""token"") || """";"
src/pages,ember/devbox/web/src/pages/ResetPassword.tsx,token,Sensitive,Auth Token,15,No,if (!token) return (
src/pages,ember/devbox/web/src/pages/ResetPassword.tsx,token,Sensitive,Auth Token,30,No,"const d = await post(""/api/account/reset-password"", { token, password });"
src/pages,ember/devbox/web/src/pages/ResetPassword.tsx,session,Sensitive,Auth Token,41,No,"<p style={{ fontFamily: ""var(--mono)"", fontSize: 11, color: ""var(--muted)"", marginBottom: 16 }}>All sessions have been l"
src/pages,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,6,No,"const [session, setSession] = useState<any>(null);"
src/pages,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,13,No,const res = await fetch(`/v1/sessions/${id}`);
src/pages,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,16,No,"} catch { setError(""Failed to load session""); }"
src/pages,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,24,No,if (!session) return <Page><Msg>Loading...</Msg></Page>;
src/pages,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,26,No,const tasks = session.tasks || [];
src/pages,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,37,No,"{session.status === ""completed"" ? ""completed"" : `${done}/${tasks.length} tasks`}"
src/pages,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,41,No,{session.plan_id && (
src/pages,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,43,No,Plan: {session.plan_id}
src/pages,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,48,No,"{session.total_cost_usd > 0 && <span style={{ color: ""var(--muted)"" }}>${session.total_cost_usd.toFixed(2)} AI cost</spa"
src/pages,ember/devbox/web/src/pages/SessionView.tsx,session,Sensitive,Auth Token,49,No,"{session.burst_workers > 0 && <span style={{ color: ""var(--accent)"" }}>{session.burst_workers} burst workers</span>}"
src/pages,ember/devbox/web/src/pages/VerifyEmail.tsx,token,Sensitive,URL Parameter,7,No,"const token = params.get(""token"") || """";"
src/pages,ember/devbox/web/src/pages/VerifyEmail.tsx,get,Volatile,Route Parameter,7,No,"const token = params.get(""token"") || """";"
src/pages,ember/devbox/web/src/pages/VerifyEmail.tsx,token,Sensitive,Auth Token,12,No,"if (!token) { setStatus(""error""); setError(""Invalid verification link""); return; }"
src/pages,ember/devbox/web/src/pages/VerifyEmail.tsx,token,Sensitive,Auth Token,13,No,"post(""/api/account/verify-email"", { token })"
src/pages,ember/devbox/web/src/pages/VerifyEmail.tsx,token,Sensitive,Auth Token,16,No,"}, [token]);"
cmd/control-plane,flare/cmd/control-plane/integration_test.go,DATABASE_URL,Config,Env Variable (Go),46,No,"dsn := os.Getenv(""DATABASE_URL"")"
cmd/control-plane,flare/cmd/control-plane/integration_test.go,FLARE_API_KEY,Sensitive,Env Variable (Go),50,No,"apiKey := os.Getenv(""FLARE_API_KEY"")"
cmd/control-plane,flare/cmd/control-plane/main.go,FLARE_API_KEY,Sensitive,Env Variable (Go),45,No,"apiKey := os.Getenv(""FLARE_API_KEY"")"
cmd/control-plane,flare/cmd/control-plane/main.go,DATABASE_URL,Config,Env Variable (Go),51,No,"dsn := os.Getenv(""DATABASE_URL"")"
cmd/control-plane,flare/cmd/control-plane/main.go,FLARE_INTERNAL_KEY,Sensitive,Env Variable (Go),70,No,"internalKey: os.Getenv(""FLARE_INTERNAL_KEY""),"
cmd/control-plane,flare/cmd/control-plane/main.go,Authorization,Sensitive,Go HTTP Input,78,No,"token := strings.TrimPrefix(r.Header.Get(""Authorization""), ""Bearer "")"
cmd/control-plane,flare/cmd/control-plane/main.go,X-Internal-Key,Sensitive,Go HTTP Input,89,No,"if cp.internalKey != """" && r.Header.Get(""X-Internal-Key"") != cp.internalKey {"
cmd/placement,flare/cmd/placement/main.go,X-Internal-Key,Sensitive,Go HTTP Input,79,No,"if d.internalKey != """" && r.Header.Get(""X-Internal-Key"") != d.internalKey {"
src/index.ts,flare/sdk/typescript/src/index.ts,Authorization,Sensitive,Auth Token,78,No,"Authorization: `Bearer ${this.apiKey}`,"
cmd/stoke,stoke/cmd/stoke/main.go,CLAUDE_CONFIG_DIR,Config,Env Variable (Go),1177,No,"} else if env := os.Getenv(""CLAUDE_CONFIG_DIR""); env != """" {"
cmd/stoke,stoke/cmd/stoke/main.go,CLAUDE_CONFIG_DIR,Config,Env Variable (Go),1295,No,"configDir = os.Getenv(""CLAUDE_CONFIG_DIR"")"
cmd/stoke,stoke/cmd/stoke/main.go,CLAUDE_CONFIG_DIR,Config,Env Variable (Go),1393,No,"scopeConfigDir = os.Getenv(""CLAUDE_CONFIG_DIR"")"
internal/managed,stoke/internal/managed/proxy.go,EMBER_API_KEY,Sensitive,Env Variable (Go),25,No,"key := os.Getenv(""EMBER_API_KEY"")"
internal/managed,stoke/internal/managed/proxy.go,EMBER_API_URL,Config,Env Variable (Go),29,No,"endpoint := os.Getenv(""EMBER_API_URL"")"
internal/remote,stoke/internal/remote/session.go,EMBER_API_KEY,Sensitive,Env Variable (Go),40,No,"key := os.Getenv(""EMBER_API_KEY"")"
internal/remote,stoke/internal/remote/session.go,EMBER_API_URL,Config,Env Variable (Go),44,No,"endpoint := os.Getenv(""EMBER_API_URL"")"
